full_date,weekday,time,mood
2021-01-03,Sunday,20:25,fine I’m fine 
2021-01-03,Sunday,15:09,meh
2021-01-02,Saturday,18:52,meh
2021-01-01,Friday,23:00,little tears
2021-01-01,Friday,21:55,irritated
2020-12-31,Thursday,22:29,fine I’m fine 
2020-12-31,Thursday,17:23,meh
2020-12-30,Wednesday,18:44,meh
2020-12-29,Tuesday,18:58,sick
2020-12-29,Tuesday,17:59,fine I’m fine 
2020-12-28,Monday,18:10,fine I’m fine 
2020-12-28,Monday,18:10,meh
2020-12-27,Sunday,16:41,meh
2020-12-26,Saturday,23:19,fine I’m fine 
2020-12-26,Saturday,19:19,fine I’m fine 
2020-12-26,Saturday,19:18,meh
2020-12-25,Friday,21:00,sick
2020-12-24,Thursday,23:06,fine I’m fine 
2020-12-24,Thursday,19:39,sick
2020-12-23,Wednesday,16:41,fine I’m fine 
2020-12-22,Tuesday,18:56,meh
2020-12-21,Monday,21:28,little tears
2020-12-21,Monday,16:13,fine I’m fine 
2020-12-20,Sunday,12:22,sick
2020-12-19,Saturday,23:16,fine I’m fine 
2020-12-18,Friday,21:00,in love
2020-12-18,Friday,18:01,fine I’m fine 
2020-12-17,Thursday,19:47,fine I’m fine 
2020-12-16,Wednesday,19:06,fine I’m fine 
2020-12-15,Tuesday,21:00,fine I’m fine 
2020-12-14,Monday,23:15,fine I’m fine 
2020-12-13,Sunday,18:31,fine I’m fine 
2020-12-12,Saturday,18:13,meh
2020-12-11,Friday,19:53,sick
2020-12-10,Thursday,21:45,fine I’m fine 
2020-12-09,Wednesday,21:45,sick
2020-12-08,Tuesday,15:35,sick
2020-12-07,Monday,21:00,sick
2020-12-06,Sunday,15:21,fine I’m fine 
2020-12-05,Saturday,21:03,fine I’m fine 
2020-12-04,Friday,22:05,fine I’m fine 
2020-12-03,Thursday,21:00,sick
2020-12-02,Wednesday,10:20,sick
2020-12-01,Tuesday,16:43,fine I’m fine 
2020-11-30,Monday,21:01,meh
2020-11-29,Sunday,12:22,agitated
2020-11-28,Saturday,21:53,fine I’m fine 
2020-11-28,Saturday,13:59,fine I’m fine 
2020-11-27,Friday,15:51,meh
2020-11-27,Friday,12:41,fine I’m fine 
2020-11-26,Thursday,16:02,fine I’m fine 
2020-11-25,Wednesday,21:00,meh
2020-11-25,Wednesday,14:21,fine I’m fine 
2020-11-24,Tuesday,11:43,fine I’m fine 
2020-11-23,Monday,22:28,meh
2020-11-22,Sunday,16:51,wannadie
2020-11-22,Sunday,15:51,fine I’m fine 
2020-11-21,Saturday,21:11,fine I’m fine 
2020-11-20,Friday,21:00,fine I’m fine 
2020-11-19,Thursday,10:52,meh
2020-11-18,Wednesday,20:43,meh
2020-11-18,Wednesday,10:51,bad
2020-11-17,Tuesday,22:48,meh
2020-11-16,Monday,21:02,meh
2020-11-15,Sunday,17:38,fine I’m fine 
2020-11-14,Saturday,14:54,fine I’m fine 
2020-11-13,Friday,09:15,fine I’m fine 
2020-11-12,Thursday,17:47,fine I’m fine 
2020-11-12,Thursday,12:46,meh
2020-11-11,Wednesday,19:52,meh
2020-11-10,Tuesday,17:11,meh
2020-11-09,Monday,22:33,fine I’m fine 
2020-11-09,Monday,18:45,meh
2020-11-08,Sunday,17:46,meh
2020-11-07,Saturday,21:30,fine I’m fine 
2020-11-07,Saturday,18:14,meh
2020-11-06,Friday,15:56,fine I’m fine 
2020-11-05,Thursday,16:17,meh
2020-11-04,Wednesday,20:17,fine I’m fine 
2020-11-03,Tuesday,18:08,meh
2020-11-02,Monday,14:41,irritated
2020-11-01,Sunday,15:51,fine I’m fine 
2020-10-31,Saturday,19:35,fine I’m fine 
2020-10-31,Saturday,11:04,calm happy
2020-10-30,Friday,12:36,fine I’m fine 
2020-10-29,Thursday,19:38,fine I’m fine 
2020-10-28,Wednesday,18:54,meh
2020-10-27,Tuesday,17:43,fine I’m fine 
2020-10-26,Monday,10:36,fine I’m fine 
2020-10-25,Sunday,21:00,fine I’m fine 
2020-10-24,Saturday,23:45,fine I’m fine 
2020-10-23,Friday,17:24,fine I’m fine 
2020-10-22,Thursday,14:39,sick
2020-10-21,Wednesday,21:11,sick
2020-10-20,Tuesday,17:21,sick
2020-10-20,Tuesday,09:50,bad
2020-10-19,Monday,21:14,fine I’m fine 
2020-10-18,Sunday,19:49,sick
2020-10-17,Saturday,21:30,fine I’m fine 
2020-10-17,Saturday,17:30,sick
2020-10-16,Friday,21:47,fine I’m fine 
2020-10-15,Thursday,15:58,fine I’m fine 
2020-10-14,Wednesday,14:53,fine I’m fine 
2020-10-13,Tuesday,17:56,irritated
2020-10-12,Monday,16:30,irritated
2020-10-12,Monday,15:38,fine I’m fine 
2020-10-11,Sunday,18:24,sick
2020-10-11,Sunday,03:23,excited
2020-10-10,Saturday,15:55,fine I’m fine 
2020-10-09,Friday,12:55,in love
2020-10-08,Thursday,12:07,fine I’m fine 
2020-10-07,Wednesday,15:51,fine I’m fine 
2020-10-06,Tuesday,22:20,fine I’m fine 
2020-10-06,Tuesday,15:51,meh
2020-10-05,Monday,11:48,meh
2020-10-04,Sunday,23:51,meh
2020-10-04,Sunday,13:51,fine I’m fine 
2020-10-03,Saturday,16:56,fine I’m fine 
2020-10-02,Friday,18:40,fine I’m fine 
2020-10-01,Thursday,21:43,meh
2020-10-01,Thursday,14:43,fine I’m fine 
2020-09-30,Wednesday,19:00,fine I’m fine 
2020-09-29,Tuesday,15:28,anxious
2020-09-28,Monday,21:00,meh
2020-09-27,Sunday,18:41,meh
2020-09-26,Saturday,15:12,in love
2020-09-25,Friday,23:04,in love
2020-09-25,Friday,13:29,fine I’m fine 
2020-09-24,Thursday,15:08,irritated
2020-09-23,Wednesday,14:27,meh
2020-09-22,Tuesday,11:54,fine I’m fine 
2020-09-21,Monday,13:42,meh
2020-09-20,Sunday,20:51,calm happy
2020-09-20,Sunday,13:01,fine I’m fine 
2020-09-19,Saturday,15:51,fine I’m fine 
2020-09-19,Saturday,14:12,meh
2020-09-18,Friday,14:48,fine I’m fine 
2020-09-18,Friday,07:45,meh
2020-09-17,Thursday,00:03,irritated
2020-09-16,Wednesday,21:00,fine I’m fine 
2020-09-15,Tuesday,20:26,fine I’m fine 
2020-09-14,Monday,21:10,fine I’m fine 
2020-09-14,Monday,19:14,meh
2020-09-13,Sunday,15:52,fine I’m fine 
2020-09-13,Sunday,11:03,fine I’m fine 
2020-09-12,Saturday,22:54,calm happy
2020-09-12,Saturday,13:48,fine I’m fine 
2020-09-11,Friday,21:00,irritated
2020-09-11,Friday,18:35,fine I’m fine 
2020-09-10,Thursday,21:40,fine I’m fine 
2020-09-09,Wednesday,16:29,fine I’m fine 
2020-09-08,Tuesday,23:05,sick
2020-09-07,Monday,19:26,fine I’m fine 
2020-09-06,Sunday,20:48,fine I’m fine 
2020-09-05,Saturday,21:00,fine I’m fine 
2020-09-05,Saturday,10:20,in love
2020-09-04,Friday,22:07,in love
2020-09-04,Friday,14:17,meh
2020-09-03,Thursday,13:22,fine I’m fine 
2020-09-02,Wednesday,14:57,meh
2020-09-01,Tuesday,13:05,meh
2020-08-31,Monday,13:36,bad
2020-08-31,Monday,12:15,fine I’m fine 
2020-08-30,Sunday,18:41,calm happy
2020-08-29,Saturday,14:03,fine I’m fine 
2020-08-28,Friday,20:04,fine I’m fine 
2020-08-27,Thursday,22:06,fine I’m fine 
2020-08-26,Wednesday,21:00,meh
2020-08-25,Tuesday,17:20,meh
2020-08-24,Monday,15:27,wannadie
2020-08-23,Sunday,12:39,sick
2020-08-22,Saturday,16:23,fine I’m fine 
2020-08-21,Friday,15:40,sick
2020-08-20,Thursday,18:36,fine I’m fine 
2020-08-19,Wednesday,10:55,fine I’m fine 
2020-08-18,Tuesday,22:28,fine I’m fine 
2020-08-18,Tuesday,18:55,fine I’m fine 
2020-08-17,Monday,17:43,fine I’m fine 
2020-08-16,Sunday,16:01,sick
2020-08-16,Sunday,09:22,sick
2020-08-15,Saturday,15:51,fine I’m fine 
2020-08-14,Friday,21:00,fine I’m fine 
2020-08-14,Friday,16:39,fine I’m fine 
2020-08-13,Thursday,15:54,fine I’m fine 
2020-08-13,Thursday,10:53,sick
2020-08-12,Wednesday,19:09,fine I’m fine 
2020-08-11,Tuesday,12:39,fine I’m fine 
2020-08-10,Monday,14:23,fine I’m fine 
2020-08-09,Sunday,14:45,fine I’m fine 
2020-08-08,Saturday,20:10,fine I’m fine 
2020-08-07,Friday,21:51,fine I’m fine 
2020-08-06,Thursday,20:06,meh
2020-08-06,Thursday,13:50,bad
2020-08-05,Wednesday,20:10,meh
2020-08-05,Wednesday,17:10,fine I’m fine 
2020-08-04,Tuesday,17:27,meh
2020-08-03,Monday,12:38,fine I’m fine 
2020-08-02,Sunday,17:10,sick
2020-08-02,Sunday,12:28,fine I’m fine 
2020-08-01,Saturday,20:25,meh
2020-08-01,Saturday,16:33,anxious
2020-07-31,Friday,15:51,meh
2020-07-31,Friday,14:13,bad
2020-07-30,Thursday,10:33,irritated
2020-07-29,Wednesday,16:20,meh
2020-07-28,Tuesday,16:24,sick
2020-07-28,Tuesday,12:29,fine I’m fine 
2020-07-27,Monday,10:51,fine I’m fine 
2020-07-27,Monday,09:21,sick
2020-07-26,Sunday,23:15,sick
2020-07-26,Sunday,15:07,fine I’m fine 
2020-07-25,Saturday,21:00,meh
2020-07-25,Saturday,11:34,fine I’m fine 
2020-07-24,Friday,21:01,calm happy
2020-07-24,Friday,11:20,fine I’m fine 
2020-07-23,Thursday,22:33,fine I’m fine 
2020-07-23,Thursday,16:10,sick
2020-07-22,Wednesday,13:23,fine I’m fine 
2020-07-22,Wednesday,09:18,sick
2020-07-21,Tuesday,18:03,fine I’m fine 
2020-07-21,Tuesday,10:51,meh
2020-07-20,Monday,15:51,fine I’m fine 
2020-07-20,Monday,10:51,meh
2020-07-19,Sunday,23:01,in love
2020-07-19,Sunday,13:55,fine I’m fine 
2020-07-18,Saturday,13:05,fine I’m fine 
2020-07-17,Friday,13:17,fine I’m fine 
2020-07-16,Thursday,21:18,fine I’m fine 
2020-07-16,Thursday,19:13,meh
2020-07-15,Wednesday,22:49,meh
2020-07-15,Wednesday,13:40,sick
2020-07-14,Tuesday,18:31,meh
2020-07-14,Tuesday,18:29,fine I’m fine 
2020-07-13,Monday,13:37,fine I’m fine 
2020-07-12,Sunday,20:34,fine I’m fine 
2020-07-12,Sunday,16:13,meh
2020-07-12,Sunday,13:30,fine I’m fine 
2020-07-11,Saturday,20:05,fine I’m fine 
2020-07-11,Saturday,13:32,fine I’m fine 
2020-07-10,Friday,14:20,meh
2020-07-10,Friday,10:51,awful
2020-07-09,Thursday,22:12,fine I’m fine 
2020-07-09,Thursday,19:21,bad
2020-07-09,Thursday,11:58,meh
2020-07-08,Wednesday,09:34,sick
2020-07-07,Tuesday,12:19,meh
2020-07-06,Monday,21:00,sick
2020-07-06,Monday,16:36,fine I’m fine 
2020-07-05,Sunday,23:15,fine I’m fine 
2020-07-05,Sunday,15:06,fine I’m fine 
2020-07-05,Sunday,11:04,irritated
2020-07-04,Saturday,21:59,fine I’m fine 
2020-07-04,Saturday,18:37,meh
2020-07-03,Friday,13:14,irritated
2020-07-02,Thursday,12:16,fine I’m fine 
2020-07-01,Wednesday,19:41,fine I’m fine 
2020-07-01,Wednesday,18:58,irritated
2020-06-30,Tuesday,21:40,irritated
2020-06-30,Tuesday,11:23,fine I’m fine 
2020-06-29,Monday,18:05,meh
2020-06-29,Monday,13:02,sick
2020-06-28,Sunday,20:14,sick
2020-06-28,Sunday,16:10,fine I’m fine 
2020-06-27,Saturday,20:56,in love
2020-06-27,Saturday,16:18,meh
2020-06-27,Saturday,12:38,fine I’m fine 
2020-06-26,Friday,09:53,fine I’m fine 
2020-06-25,Thursday,16:26,meh
2020-06-25,Thursday,14:20,meh
2020-06-24,Wednesday,22:34,fine I’m fine 
2020-06-24,Wednesday,09:37,meh
2020-06-23,Tuesday,21:04,meh
2020-06-23,Tuesday,18:08,anxious
2020-06-23,Tuesday,12:17,meh
2020-06-22,Monday,16:02,meh
2020-06-22,Monday,10:19,bad
2020-06-21,Sunday,23:51,wannadie
2020-06-21,Sunday,17:10,in love
2020-06-21,Sunday,12:32,fine I’m fine 
2020-06-20,Saturday,11:00,fine I’m fine 
2020-06-19,Friday,22:11,little tears
2020-06-19,Friday,19:12,fine I’m fine 
2020-06-19,Friday,10:55,irritated
2020-06-18,Thursday,21:58,fine I’m fine 
2020-06-18,Thursday,19:12,meh
2020-06-18,Thursday,10:51,fine I’m fine 
2020-06-17,Wednesday,19:43,calm happy
2020-06-17,Wednesday,19:09,fine I’m fine 
2020-06-17,Wednesday,10:51,irritated
2020-06-16,Tuesday,21:00,fine I’m fine 
2020-06-16,Tuesday,14:59,meh
2020-06-15,Monday,10:54,fine I’m fine 
2020-06-14,Sunday,14:01,fine I’m fine 
2020-06-13,Saturday,21:00,fine I’m fine 
2020-06-13,Saturday,16:03,fine I’m fine 
2020-06-13,Saturday,11:22,meh
2020-06-12,Friday,21:38,fine I’m fine 
2020-06-12,Friday,14:01,fine I’m fine 
2020-06-11,Thursday,09:53,fine I’m fine 
2020-06-10,Wednesday,21:00,fine I’m fine 
2020-06-10,Wednesday,11:43,fine I’m fine 
2020-06-09,Tuesday,11:58,fine I’m fine 
2020-06-08,Monday,22:33,sick
2020-06-08,Monday,11:18,meh
2020-06-08,Monday,09:02,anxious
2020-06-08,Monday,00:45,anxious
2020-06-07,Sunday,11:39,fine I’m fine 
2020-06-06,Saturday,21:41,fine I’m fine 
2020-06-06,Saturday,17:06,fine I’m fine 
2020-06-05,Friday,21:01,in love
2020-06-05,Friday,17:41,fine I’m fine 
2020-06-04,Thursday,21:14,fine I’m fine 
2020-06-04,Thursday,10:58,fine I’m fine 
2020-06-03,Wednesday,18:56,fine I’m fine 
2020-06-03,Wednesday,08:51,sick
2020-06-02,Tuesday,22:15,in love
2020-06-02,Tuesday,19:23,fine I’m fine 
2020-06-02,Tuesday,10:54,fine I’m fine 
2020-06-01,Monday,22:47,little tears
2020-06-01,Monday,14:15,meh
2020-05-31,Sunday,19:58,meh
2020-05-31,Sunday,10:52,meh
2020-05-30,Saturday,13:05,fine I’m fine 
2020-05-29,Friday,22:30,fine I’m fine 
2020-05-29,Friday,11:07,meh
2020-05-28,Thursday,21:53,meh
2020-05-28,Thursday,16:56,fine I’m fine 
2020-05-28,Thursday,10:59,fine I’m fine 
2020-05-27,Wednesday,22:27,fine I’m fine 
2020-05-27,Wednesday,14:53,fine I’m fine 
2020-05-27,Wednesday,12:25,anxious
2020-05-27,Wednesday,11:37,irritated
2020-05-26,Tuesday,20:41,fine I’m fine 
2020-05-26,Tuesday,14:59,fine I’m fine 
2020-05-26,Tuesday,11:56,irritated
2020-05-25,Monday,21:00,meh
2020-05-25,Monday,15:51,irritated
2020-05-25,Monday,10:51,meh
2020-05-24,Sunday,18:31,fine I’m fine 
2020-05-24,Sunday,13:31,meh
2020-05-23,Saturday,21:24,irritated
2020-05-22,Friday,18:15,fine I’m fine 
2020-05-21,Thursday,20:26,fine I’m fine 
2020-05-20,Wednesday,20:00,fine I’m fine 
2020-05-19,Tuesday,20:00,fine I’m fine 
2020-05-19,Tuesday,11:51,meh
2020-05-19,Tuesday,08:51,little tears
2020-05-18,Monday,14:11,meh
2020-05-17,Sunday,20:43,meh
2020-05-17,Sunday,08:43,anxious
2020-05-16,Saturday,21:09,meh
2020-05-16,Saturday,12:08,fine I’m fine 
2020-05-15,Friday,20:07,meh
2020-05-15,Friday,15:22,little tears
2020-05-14,Thursday,20:00,meh
2020-05-13,Wednesday,20:33,fine I’m fine 
2020-05-12,Tuesday,14:30,fine I’m fine 
2020-05-11,Monday,22:08,meh
2020-05-11,Monday,13:24,little tears
2020-05-10,Sunday,20:01,fine I’m fine 
2020-05-09,Saturday,21:59,excited
2020-05-09,Saturday,11:35,fine I’m fine 
2020-05-08,Friday,20:00,fine I’m fine 
2020-05-08,Friday,13:08,meh
2020-05-07,Thursday,20:59,fine I’m fine 
2020-05-07,Thursday,10:59,meh
2020-05-06,Wednesday,13:55,meh
2020-05-05,Tuesday,20:04,fine I’m fine 
2020-05-04,Monday,23:39,sick
2020-05-04,Monday,17:50,fine I’m fine 
2020-05-03,Sunday,21:12,fine I’m fine 
2020-05-02,Saturday,16:11,meh
2020-05-01,Friday,15:58,fine I’m fine 
2020-04-30,Thursday,11:44,irritated
2020-04-29,Wednesday,16:46,fine I’m fine 
2020-04-28,Tuesday,21:17,irritated
2020-04-28,Tuesday,11:16,fine I’m fine 
2020-04-27,Monday,17:09,fine I’m fine 
2020-04-26,Sunday,20:13,in love
2020-04-26,Sunday,16:13,fine I’m fine 
2020-04-25,Saturday,13:12,fine I’m fine 
2020-04-25,Saturday,09:46,irritated
2020-04-24,Friday,18:54,fine I’m fine 
2020-04-24,Friday,12:39,in love
2020-04-23,Thursday,18:47,fine I’m fine 
2020-04-23,Thursday,10:50,fine I’m fine 
2020-04-22,Wednesday,16:37,meh
2020-04-22,Wednesday,13:28,little tears
2020-04-22,Wednesday,11:46,fine I’m fine 
2020-04-21,Tuesday,20:00,fine I’m fine 
2020-04-20,Monday,18:14,irritated
2020-04-20,Monday,12:13,fine I’m fine 
2020-04-19,Sunday,20:08,sick
2020-04-19,Sunday,12:51,fine I’m fine 
2020-04-18,Saturday,19:43,meh
2020-04-18,Saturday,14:42,anxious
2020-04-18,Saturday,12:16,irritated
2020-04-17,Friday,20:07,fine I’m fine 
2020-04-16,Thursday,17:09,meh
2020-04-16,Thursday,17:08,bad
2020-04-16,Thursday,11:08,fine I’m fine 
2020-04-15,Wednesday,20:58,meh
2020-04-14,Tuesday,20:00,meh
2020-04-13,Monday,20:13,fine I’m fine 
2020-04-12,Sunday,20:04,meh
2020-04-12,Sunday,11:33,bad
2020-04-12,Sunday,00:33,wannadie
2020-04-11,Saturday,21:42,meh
2020-04-11,Saturday,20:04,little tears
2020-04-11,Saturday,15:04,fine I’m fine 
2020-04-10,Friday,20:42,fine I’m fine 
2020-04-09,Thursday,19:21,meh
2020-04-09,Thursday,19:20,anxious
2020-04-08,Wednesday,20:17,meh
2020-04-07,Tuesday,20:43,meh
2020-04-07,Tuesday,16:42,fine I’m fine 
2020-04-06,Monday,20:00,meh
2020-04-05,Sunday,13:46,fine I’m fine 
2020-04-04,Saturday,22:00,meh
2020-04-04,Saturday,15:00,fine I’m fine 
2020-04-03,Friday,20:00,fine I’m fine 
2020-04-03,Friday,15:00,meh
2020-04-03,Friday,11:00,fine I’m fine 
2020-04-02,Thursday,22:31,meh
2020-04-02,Thursday,13:30,little tears
2020-04-01,Wednesday,20:09,meh
2020-03-31,Tuesday,23:34,meh
2020-03-31,Tuesday,21:36,little tears
2020-03-31,Tuesday,09:55,fine I’m fine 
2020-03-30,Monday,20:00,fine I’m fine 
2020-03-30,Monday,12:00,irritated
2020-03-29,Sunday,20:11,sick
2020-03-29,Sunday,15:11,fine I’m fine 
2020-03-28,Saturday,15:34,fine I’m fine 
2020-03-27,Friday,20:45,fine I’m fine 
2020-03-26,Thursday,20:00,fine I’m fine 
2020-03-26,Thursday,17:00,irritated
2020-03-25,Wednesday,23:00,awful
2020-03-25,Wednesday,20:44,meh
2020-03-24,Tuesday,20:38,meh
2020-03-23,Monday,20:00,meh
2020-03-22,Sunday,20:20,fine I’m fine 
2020-03-21,Saturday,20:07,fine I’m fine 
2020-03-20,Friday,20:48,fine I’m fine 
2020-03-19,Thursday,22:10,fine I’m fine 
2020-03-19,Thursday,16:09,fine I’m fine 
2020-03-18,Wednesday,19:16,meh
2020-03-18,Wednesday,12:49,anxious
2020-03-17,Tuesday,18:38,meh
2020-03-16,Monday,21:12,meh
2020-03-15,Sunday,23:42,meh
2020-03-14,Saturday,19:20,fine I’m fine 
2020-03-13,Friday,21:26,meh
2020-03-12,Thursday,21:31,meh
2020-03-12,Thursday,13:32,fine I’m fine 
2020-03-11,Wednesday,20:26,meh
2020-03-10,Tuesday,20:06,meh
2020-03-09,Monday,20:00,meh
2020-03-08,Sunday,20:43,bad
2020-03-07,Saturday,15:56,in love
2020-03-06,Friday,17:03,fine I’m fine 
2020-03-06,Friday,01:03,meh
2020-03-05,Thursday,22:08,fine I’m fine 
2020-03-04,Wednesday,21:25,fine I’m fine 
2020-03-03,Tuesday,23:16,in love
2020-03-03,Tuesday,16:40,fine I’m fine 
2020-03-02,Monday,20:49,fine I’m fine 
2020-03-01,Sunday,21:42,in love
2020-03-01,Sunday,13:30,meh
2020-02-29,Saturday,22:38,meh
2020-02-29,Saturday,13:39,fine I’m fine 
2020-02-28,Friday,20:51,sick
2020-02-27,Thursday,21:40,fine I’m fine 
2020-02-27,Thursday,16:40,meh
2020-02-26,Wednesday,20:10,sick
2020-02-26,Wednesday,20:09,anxious
2020-02-25,Tuesday,20:00,meh
2020-02-24,Monday,20:28,fine I’m fine 
2020-02-23,Sunday,20:35,meh
2020-02-23,Sunday,16:35,fine I’m fine 
2020-02-22,Saturday,20:59,meh
2020-02-21,Friday,17:39,fine I’m fine 
2020-02-20,Thursday,20:42,irritated
2020-02-20,Thursday,12:42,fine I’m fine 
2020-02-19,Wednesday,20:32,fine I’m fine 
2020-02-18,Tuesday,20:22,fine I’m fine 
2020-02-17,Monday,21:13,fine I’m fine 
2020-02-17,Monday,13:14,irritated
2020-02-16,Sunday,20:00,fine I’m fine 
2020-02-16,Sunday,15:16,meh
2020-02-15,Saturday,16:10,sick
2020-02-14,Friday,20:35,meh
2020-02-14,Friday,11:57,anxious
2020-02-13,Thursday,20:01,meh
2020-02-12,Wednesday,21:32,meh
2020-02-12,Wednesday,20:23,fine I’m fine 
2020-02-11,Tuesday,20:00,sick
2020-02-10,Monday,14:11,sick
2020-02-09,Sunday,19:20,meh
2020-02-09,Sunday,15:20,fine I’m fine 
2020-02-08,Saturday,16:08,fine I’m fine 
2020-02-07,Friday,15:44,meh
2020-02-06,Thursday,18:02,fine I’m fine 
2020-02-06,Thursday,10:21,meh
2020-02-05,Wednesday,20:00,fine I’m fine 
2020-02-04,Tuesday,20:01,fine I’m fine 
2020-02-03,Monday,15:05,fine I’m fine 
2020-02-02,Sunday,20:00,fine I’m fine 
2020-02-01,Saturday,14:52,fine I’m fine 
2020-01-31,Friday,17:52,anxious
2020-01-30,Thursday,23:04,fine I’m fine 
2020-01-30,Thursday,18:43,meh
2020-01-29,Wednesday,20:01,sick
2020-01-28,Tuesday,22:47,meh
2020-01-28,Tuesday,18:30,fine I’m fine 
2020-01-27,Monday,14:00,meh
2020-01-26,Sunday,16:33,fine I’m fine 
2020-01-25,Saturday,19:20,fine I’m fine 
2020-01-24,Friday,20:18,fine I’m fine 
2020-01-23,Thursday,20:05,fine I’m fine 
2020-01-22,Wednesday,20:11,meh
2020-01-21,Tuesday,22:22,fine I’m fine 
2020-01-20,Monday,20:02,meh
2020-01-19,Sunday,20:50,fine I’m fine 
2020-01-19,Sunday,15:40,fine I’m fine 
2020-01-18,Saturday,19:08,meh
2020-01-18,Saturday,14:32,anxious
2020-01-18,Saturday,12:57,wannadie
2020-01-18,Saturday,01:16,bad
2020-01-17,Friday,20:03,fine I’m fine 
2020-01-16,Thursday,22:02,fine I’m fine 
2020-01-16,Thursday,16:08,meh
2020-01-15,Wednesday,21:09,calm happy
2020-01-15,Wednesday,18:39,fine I’m fine 
2020-01-14,Tuesday,20:00,fine I’m fine 
2020-01-13,Monday,16:34,fine I’m fine 
2020-01-12,Sunday,18:40,meh
2020-01-11,Saturday,20:58,fine I’m fine 
2020-01-10,Friday,19:08,meh
